CarId, Blue1, Yellow1, Green1, Red1, Blue2, Yellow2, Green2, Red2
178 ,  -0.02349599999999974 ,  0.06431200000000015 ,  -0.009323999999999888 ,  -0.031492000000000075 ,   ,   ,   ,  
179 ,  0.005055000000000032 ,  -0.028748999999999914 ,  0.01641899999999996 ,  0.00727499999999992 ,   ,   ,   ,  
180 ,  0.030934999999999935 ,  -0.005557000000000034 ,  -0.008417000000000119 ,  -0.016961000000000226 ,   ,   ,   ,  
181 ,  0.014285000000000103 ,  -0.0069870000000000765 ,  -0.018514999999999837 ,  0.011217000000000255 ,   ,   ,   ,  
182 ,  0.001751000000000058 ,  0.00231899999999996 ,  -0.012709000000000081 ,  0.008639000000000063 ,   ,   ,   ,  
183 ,  -0.005466999999999889 ,  -0.002630999999999606 ,  -0.002630999999999606 ,  0.010729000000000433 ,   ,   ,   ,  
184 ,  0.013395000000000046 ,  0.021215000000000206 ,  0.00803900000000013 ,  -0.04264899999999994 ,   ,   ,   ,  
185 ,  0.005382999999999694 ,  -0.011585000000000623 ,  0.006870999999999405 ,  -0.0006690000000002527 ,   ,   ,   ,  
186 ,  0.055998000000000214 ,  -0.008874000000000049 ,  -0.032033999999999896 ,  -0.015089999999999826 ,   ,   ,   ,  
187 ,  0.03674699999999964 ,  -0.00944500000000037 ,  -0.007737000000000549 ,  -0.0195650000000005 ,   ,   ,   ,  
188 ,  0.0038010000000001654 ,  0.03782500000000022 ,  -0.011387000000000036 ,  -0.030238999999999905 ,   ,   ,   ,  
189 ,  0.02767799999999987 ,  -0.015690000000000204 ,  -0.02477399999999985 ,  0.012786000000000186 ,   ,   ,   ,  
190 ,  0.00386299999999995 ,  0.004370999999999903 ,  -0.006797000000000164 ,  -0.0014370000000001326 ,   ,   ,   ,  
